T-R2.5.1	WP-R2	Document radar use across Africa for verification	ANACIM	Abdoulahat Diop	2019-05-01	The conclusion from a survey in WP3/4 was that no radar data is readily available to use in African SWIFT countries. This has be documented and potentially be turned into a paper.		5			2019-12-01
T-R2.1.1	WP-R2	Archive strategy for radar data	ANACIM	Abdoulahat Diop	2019-04-01	"2019-07-25 A survey has been conducted with the African Met and Uni partners as part of WP3/4. The conclusion was that no radar data is readily available to use in SWIFT.
"		100			2019-12-01
T-R2.1.2	WP-R2	Identify storm characteristics in dense rain gauge network and satellite data	KNUST	Jacob Agyekum	2019-05-01	100% Complete. Draft of Report has been submitted to the WP-R2 lead, Thorwald Stein.		100	"KNUST paper1 (sondes vs AIRS)
KNUST Paper2 (Identification of Storm Characteristics from Dense Rain Gauge Network and Satellite Measurements: Case Study in Kumasi.)"		2019-12-01
T-R2.3.3	WP-R2	Selection of uniform set of verification metrics for deterministic CP models.	FUTA	Elijah Adefisan	2019-09-01	The modification is expected to be completed by end of January 2020 but further refinement will be carried out for ease of use and acceptability		50	FUTA paper on multi-metric score		2019-12-01
T-R3.6.1	WP-R3	Design the problem to be solved with advanced computational visualisation tools and implementation	NCAS-AP	Jennifer Fletcher	2020-09-01			0			2019-12-01
T-R3.6.4	WP-R3	Make new product available to African centres. Write documents. Training of key people and set of on-line documents.	ACMAD	Elijah Adefisan	2019-11-01			0			2019-12-01
T-R3.7.5	WP-R3	Africa?	ACMAD	Elijah Adefisan	2019-11-01			0			2019-12-01
T-R3.7.6	WP-R3	Africa?	NCAS-AP	Jennifer Fletcher	2019-11-01			0			2019-12-01
T-R4.2.4	WP-R4	Statistical evaluation of an automated nowcasting tool remotely sensed storm properties, for a selected hindcast period (archiving appropriate data)	UCAD	Abdou Lahat Dieng	2021-12-01			0	Roberts_et_al2 planned 2020. KNUST paper 2 (CI indices)  relevant		2019-12-01
T-R5.3.3	WP-R5	Comparing model performance on selected case studies	FUTA	Ayo Oluleye	2019-12-01			0	1 paper on dynamic factors influencing propoagation of AEWs over WA		2019-12-01
T-R5.3.4	WP-R5	Statistical evaluation physical processes of model, analysis and reanalysis data	UoN	Josph Mutemi	2021-12-01			0	Contribution to paper over EA and to Case Study A		2019-12-01
T-R5.3.5	WP-R5	Discuss new results on the scale interactions between the meso, synoptic and large-scale over West and East Africa at a meeting and, if possible, update or reformulate existing conceptual models	UoL	Juliane Schwendike	2021-12-01			0	Orgnaising meetings and charing discussions		2019-12-01
T-R5.3.6	WP-R5	Testing which aspects of existing synoptic models over West Africa are represented in state-of-the-art NWP models at different horizontal resolutions	UoL	Sam Clarke	2021-12-01			0	Testing exitsing conceptual models in reanalysis vs MetUM ensemble simulations (1 paper)		2019-12-01
T-R6.1.1	WP-R6	Benchmark current state of knowledge	UoN	Joseph Mutembi	2021-12-01			0			2019-12-01
T-R6.5.1	WP-R6	Benchmark current operational practice	ICPAC	Masilin Gudoshava	2021-12-01	"90% complete. Report available on Wiki in WP6 outputs. Remaining resource for end of project review.  
Complete now."		100			2019-12-01
T-R3.1.2	WP-R3	Establish current work in field and hold research forum	NCAS-AP	Jennifer Fletcher	2019-11-01		To be discussed with Thorwald. Try to do in 2020. Push deadline to end of 2020.	0			2020-01-21
T-R1.2.7	WP-R1	Draft paper reporting on the findings of 1.2.5a, 1.2.5b, 1.2.6a and 1.2.6b.	ACMAD	Victor Savatia	2019-11-01			0			2019-12-01
T-R4.1.2	WP-R4	Documented strategy for access to & development of nowcasting tools	ANACIM	Abdou Lahat Diop	2018-10-01	"NWC SAF identifed as akey tool and working at NCAS in near-real-time with plots being shared online. Documented method for setting up online and shared at SWIFT training in Kumasi  NWC SAF is installed in ANACIM and has to be configured. It is installed in KMD but not working. NWCSAF products being used at KMD.
"		100	Fletcher_et_al_testbed_paper, Roberts_et_al_opportunity_paper		2019-12-01
T-R4.4.1	WP-R4	Documented base-line of current status of nowcasting within SWIFT centres	KMD	Ronald Barette	2019-08-01	Reports have been made on nowcasting practices for Kenya and ACMAD.Other participating centers are yet to submit.		20	Hnadbook on East Africa Weather Forecasting is under development.		2019-12-01
T-R6.2.2	WP-R6	Analysis of regime dependent skill of operational forecast systems	NCAS-C	Felipe Andrade	2021-12-01	Some analysis of the regime dependence (MJO, IOD, ENSO) for forecast skill for weekly rainfall in ECMWF model completed and paper in preparataion.		25			2019-12-01
T-R5.1.2	WP-R5	Identifying case studies for East and West Africa, which can be used across the whole project	ACMAD	Elijah Adefisan	2018-12-01	"A questionaire to identify suitable case studies is drafted.\r\nCase study list is available. Will be updated throughout project. Elija has selected a list of cases.
"		100	3 papers across the whole of  SWIFT for each case study (1 paper per case study), Elijah leading the AEW (Case B)		2019-12-01
T-R3.6.3b	WP-R3	Test of new product using one or more of case studies in T-R3.5.x.	NCAS-AP	Alex Roberts	2020-02-01	Postponed to February 2020.		0			2019-12-01
T-R4.3.1	WP-R4	Archive of satellite data+retrievals & tracked storms available, with remotely sensed properties, & corresponding operational analyses or reanalyses, for target period, for analysis of storm behaviour	NCAS-AP	Alex Roberts	2019-12-01	3 of the cross-cutting case-studies archived. Continuing to increase archive. Complete.		100			2019-12-01
T-R4.3.2	WP-R4	Archive of in-situ data of surface weather for statistical evaluation of nowcasts of surface weather, for target hindcast period	NCAS-AP	Alex Roberts	2019-12-01	Partners doing evaluation for their countries will use their own archives.		0			2019-12-01
T-R5.1.3	WP-R5	Identifying the key synoptic features over East Africa	UoN	Joseph Mutemi	2018-12-01	"Report on synoptic Systems and High Impact Weather over Eastern Africa completed. The report has since been submitted to the package leadership
"		100	1 paper on understaning large-scale controls and drivers of HIW over EA		2019-12-01
T-R5.3.1	WP-R5	Developing objective tracking methods for synoptic scale disturbances in reanalysis and model data	FUTA	Elijah Adefisan	2019-12-01	"An objective tracking method has beeen developed and was presented at the last teleconference for WP-R5.
"		100	1 paper on new tracking algorythm in WRF and renalysis		2019-12-01
T-R4.2.3	WP-R4	Evaluation of an automated nowcasting tool for the case studies, using remotely sensed & in-situ storm properties	UCAD	Abdou Lahat Dieng	2021-12-01	We have not started to use the nowcast tools for the case studies because we are still in the setup process. However we intend to use it to validate the case studies already selected.		0	Dione: Utility of NWCSAF nowcast products in Africa / FUTA 27728 May / Gmet 26 June 2018, 31 March 2019 / 23 May 2019		2019-12-01
T-R6.1.3	WP-R6	Identifying case studies for East and West Africa, which can be used across the whole project (e.g. CP ensembles, devlopment of training materials)	NiMet	Kamarou Lawal	2018-12-01	Case studies are still being collated. Majority of case studies that we presently have are from Senegal and Niger Republic. Nigerian partners are also collating. We will then reach out to other partners from Ghana and Kenya for appropriate contributions.		40			2019-12-01
T-R6.6.2	WP-R6	Training: Summer Schools	UoN	Joseph Mutembi	2020-09-01	First SWIFT summer school, held in partnership with few other partnerships/projects was held in July 2019 at KNUST –Ghana. A report is under preparation under coordination of UoN, not only to contain what was done and how, but lessons learned to enable better preparation and higher impact for the next SWIFT summer schools. By itself, the KNUST summer school success exceeded 70%.		70	To be tabled once the KNUST summer school report is consolidated.		2019-12-01
T-R7.2.1	WP-R7	Identifying suitable dates for CP ensemble simulations	UoL	Beth Woodhams	2020-09-01			0			2019-12-01
T-R7.4.1	WP-R7	Analysis of storm predictability under different symoptic conditions within an ensemble forecasting framework	UoL	Beth Woodhams	2021-12-01			0	2* Woodhams et al., planned 2020 and 2021, likely one each on behaviour of ensembles over East and West Africa. Clarke et al., planned 2020-2021, representation of African Easterly Waves in the model		2019-12-01
T-R1.1.4	WP-R1	Draft paper reviewing exisiting literature (peer review and grey literature) on user needs for weather and climate information in West Africa and East Africa	UoL	Elias Nkiaka	2018-06-01	"Draft completed June 2018, final deliverable report submitted on 12 July 2018
"		100	ERL		2019-12-01
T-R3.8.2	WP-R3	Analysis of persistence of observed land surface variables (LST, LAI) from historical record to inform S2S work. Paper and inclusion in S2S workshop material?	CEH	Chris Taylor	2020-07-01	This work will not begin until April 2020. Josh will be full-time on SWIFT from April 2020 until end of project. Aim to present some results in summer 2020 Science Meeting.		0			2019-12-01
T-R1.1.3b	WP-R1	Completion of 1.1.1 reporting templates for Kenya	KMD	Emma Mwangi	2018-04-01	completed		100			2019-12-01
T-R1.1.1	WP-R1	Development of reporting template for baselining the current provision of forecasts	UoL	Andrea Taylor	2018-01-01	Initial version completed Jan 31st 2018. Amended and finalised on 9th Feb 2018 (based on Met Office feedback)		100			2019-12-01
T-C1.3.1	WP-C1	Create secondment call, including criteria, process, assessment committee.	ACMAD	Elijah Adefisan	2019-10-01	Secondment call has been created and advertised.	Completed	100			2020-01-17
T-R3.7.2	WP-R3	Ghana	KNUST	Marian Osei	2019-11-01	Not yet started	Work has began on understanding storm helicity dynamics using SWIFT case study storms	1			2020-02-03
T-R3.5.5	WP-R3	Africa?	ACMAD	Elijah Adefisan	2019-12-01			0			2019-12-01
T-R2.4.1	WP-R2	Select case studies based on S2S archive	ICPAC	Masilin Gudoshava	2018-06-01	Complete. MAM 2018 and 2019 rainy seasons have been selected for the case study analysis. MAM 2018 was extremely wet year associated widespread flooding over most parts of Kenya and East Africa. In contrast, MAM 2019 was extremely dry year. The failure of MAM rainfall has caused a devastating impact over the region. In both years, there were two tropical storms/cyclones developed over the Indian Ocean, which make the case study more interesting. Analysis ongoing in collaboration with East Africa partners.	Selection of case studies is completed. Analysis ongoing in collaboration with East Africa partners.	100	"Planned paper on Case Studies of Extreme Climate Events over East Africa. 
"		2020-01-20
T-C2.9.3	WP-C2	Position paper or policy brief on recommendations for new Standard Operating Procedures for African weather forecasting and nowcasting.	ACMAD	Elijah Adefisan	2019-11-01			0	Position paper or policy brief		2019-12-01
T-R3.3.3	WP-R3	Set up and deliver system with software, satellite data and images, and documentation tailored for individual centre needs	NCAS-AP	Jennifer Fletcher	2019-08-01		"NWC-SAF data are available on the web from Leeds, and training has been given in Kumasi on accessing the data directly from EUMETCAST. This is in hand but some centres are yet to receive dishes and more training and experience is needed in accessing and using the data. KNUST have succeeded in getting their dish working. 
Needs a realistic deadline to be useful. E.g. Some partners have this capability by end of summer 2020 following training at Science Meeting."	20			2020-01-21
T-R3.5.2	WP-R3	Ghana	KNUST	Marian Osei	2019-12-01	100% Complete. Case/Statistical Studies of evolution of storms using satellite products.	"1. Manuscript on ""intercomparison of AIRS and radiosonde profiles of temperature and relative humidity over West Africa"" has been submitted to the Journal of Earth and Space Sciences (ESS)
2. Manuscript on statistical analysis of thunderstorm convective indices for monitoring of thunderstorm initiation is currently being prepared.
3. Manuscript on lightning occurrence in mesoscale convective systems over West Africa is also currently being prepared"	100	1. KNUST paper1 (sondes vs AIRS)	30-01-2020	2020-02-03
T-R1.2.2b	WP-R1	Workshops bringing together NMS and user representatives in each partner country (Kenya)	KMD	Chris Kiptum	2018-11-01	"Two workshops held. First in Nairobi Testbed in April 2019 and second workshop held during the S2S testbed at ICPAC Ngong (November, 2019) where KMD (NMHS) interacted with users
"		100	First User engagement report Available		2019-12-01
T-R2.3.7	WP-R2	Report on sensitivity of CP models to land surface initialisation.	CEH	Semeena Shamsudheen	2021-09-01	Cases and observations identified, obvious shortcomings in Met Office global model found and shared with Met Office (Andy Hartley). 		25	Paper on soil moisture availability impact on evapotranspiration		2019-12-01
T-R1.1.2	WP-R1	Documentations of governance and institutional arrangements for NMSs	KNUST	Philip Antwi-Agyei	2018-11-01	"Work ongoing. Revised planned completion date November 2018.\r\nThis Task has been restructured to be incorporated into the 4 national workshops.\r\nThe data was not available easily in advance of the workshops.
"		100			2019-12-01
T-R1.1.3c	WP-R1	Completion of 1.1.1 reporting templates for Nigeria	NiMet	Ibrahim Ishyaku	2018-04-01	"Final version received 5th  May 2018
"		100			2019-12-01
T-R1.1.3d	WP-R1	Completion of 1.1.1 reporting templates for Senegal	ANACIM	Awa Toure	2018-04-01	"Final version received 27th  April 2018\r\nCompleted
"		100			2019-12-01
T-R1.2.1	WP-R1	Completion of standard protocols for user surveys and interviews	ACMAD	Victor Savatia	2019-08-01	"Delayed due to desire to use outputs of the  user-provider workshops in developing protocols. However, due to unavoidable delays holding the workshops, this task will now proceed regardless. New target month is October 2018. Philip Antwi-Agyei to take leadership until ACMAD post appointed.\r\nDelayed further, but needs finalising in Kumasi to develop comparability between approaches across the 4 countries.\r\n
"		100			2019-12-01
T-R1.2.2a	WP-R1	Workshops bringing together NMS and user representatives in each partner country (Ghana)	KNUST	Philip Antwi-Agyei	2018-11-01	"Users' Workshop at Ghana was held on 8 - 9th November, 2018. Report already submitted
"		100			2019-12-01
T-R2.1.5	WP-R2	Develop storm statistics tools for use with satellite data	UoR	Peter Hill	2019-12-01	"1. Some code for objective analysis was made available at the Kumasi science meeting via GitHub.
2. The storm tracking tool originally designed for the DYMECS project has been updated and documentation, a DOI, and a paper are in preparation. The code is expected to be made publicly available via GitHub March 2020.
3. Awaiting CP model simulation data to become available to use the storm statistics tools for model evaluation."		60	1. UoR (Stein) paper on storm tracking algorithm. 2. UoR (Hill) paper on model evaluation of tracked storm characteristics		2019-12-01
T-R2.7.1	WP-R2	Identify forecasts used for baseline evaluation and relevant metrics and set reporting intervals	UoR	Thorwald Stein	2019-05-01	Three out of four Met partners are now reporting on evaluation and verification. Document for reporting time scales and desired improvements agreed by one Met partner.		60			2019-12-01
T-R7.1.1	WP-R7	Benchmarking reports on the state-of-the-art in the evaluation and operational use of CP ensembles.	UoL	Beth Woodhams	2019-11-01			0			2019-12-01
T-R3.5.7	WP-R3	Evaluate co-variation of observed storm statistics	UoR	Peter Hill	2019-12-01	Hill (UoR) has performed initial verification of the convective rain rate and RDT categories produced with NWCSAF. The results show where there is value in the nowcasting products and as such we are considering developing this into a short paper. This includes analysis of co-variation of (1) storm size (2) storm intensity (3) storm lifetime and (4) accumulated rainfall. 		50	1. This work will feed into potential nowcasting verification GRL paper (UoR/UoL).		2019-12-01
T-R3.7.7	WP-R3	Evaluate co-variation of observed storm statistics	UoR	Peter Hill	2020-12-01	Hill (UoR) has completed work for available case studies (March 2019), see T-R3.5.7. Plans in place to do this work for a longer period focusing on East Africa. Fletcher (UoL) will perform additional analysis using TRMM precipitation radar features database. Once initial results provide direction of research, link up with existing experience and knowledge at UoN (Gitau, Mutemi, a.o.).		10	1. Climatology of convective storm behaviours observed over Greater Horn of Africa (UoR/UoL/UoN)		2019-12-01
T-R3.5.4	WP-R3	Kenya	KMD	Bernard Chanzu	2019-12-01	"5 Kenyan cases have been documented awaiting other participant's cases for compilation.
"		20	No papers yet		2019-12-01
T-R3.6.3a	WP-R3	Implementation of new product	NCAS-AP	Alex Roberts	2020-02-01	Postponed to February 2020.		0			2019-12-01
T-R1.3.1	WP-R1	Table collating evidenced based recommendations for good practice in  forecast communication acquired through Tasks 1.1 and 1.2, and through continued review of the peer review and grey literature.	UoL	Elias Nkiaka	2020-04-01			0			2019-12-01
T-R3.5.3	WP-R3	Nigeria	FUTA	Jerome Omotosho	2019-12-01	Good cases of high impact events between 18th and 27th August 2017 were identified and downloading of data for these is almost completed and analysis has commenced.  We had earlier studied high impact weather events but their dates were different from the eventually accepted case studies		30	Papers for Journal publications are expected to be ready by end February 2020		2019-12-01
T-R3.5.6	WP-R3	Case studies of use of satellite information in HIW cases over Africa	NCAS-AP	Jennifer Fletcher	2019-12-01			0			2019-12-01
T-R2.6.1	WP-R2	Link up planning with WP-C1 training and test-bed event	UoR	Thorwald Stein	2019-09-01	Discussion ongoing with WP-C1/2 to plan WP-R2 workshop at the same time as a SWIFT event, likely Testbed 3. Hope is to decide on a date early next year and plan the workshop for late 2021, i.e. >1 year in advance, so that international leading scientists can be invited to speak and chair at the rainfall verification workshop.		70			2019-12-01
T-C2.7.1	WP-C2	Complete planning document for Kenya demonstration exercise in collaboration with stakeholders	KMD	Bernard Chanzu	2019-12-01	not yet		0			2019-12-01
T-R6.1.4	WP-R6	Analysis of convective permitting ensembles to identify mechanisms of sub-seasonal influence on convective and synoptic scale variability	NCAS-C	Linda Hirons	2021-12-01	Large-scale drivers (ENSO, MJO, IOD, equatorial waves) used in identification of cases. Communicating closely with WP7 to discuss final details of simulations. NCAS-C working on paper investigating the local response to the MJO in 4km CP4A runs to compare to parametrized simulations, work can be extend to convective permitting ensembles.		10			2019-12-01
T-R1.2.2c	WP-R1	Workshops bringing together NMS and user representatives in each partner country (Nigeria)	NiMet	Ibrahim Ishyaku	2019-02-01	"Everything is set to hold the Users' workshop on 26th and 27th March, 2019\r\nAll 4 workshops complete.
"		100			2019-12-01
T-R1.2.2d	WP-R1	Workshops bringing together NMS and user representatives in each partner country (Senegal)	ANACIM	Oumar Konte	2019-02-01	"Everything is set to hold the Users' workshop on 12th and 13th March, 2019
"		100			2019-12-01
T-C2.8.1	WP-C2	Complete planning document for Ghana demonstration exercise in collaboration with stakeholders	UoL	Benjamin Lamptey	2019-12-01		First draft has been prepared. Postpone deadline to 1 March 2020.	0			2020-01-19
T-R1.2.3a	WP-R1	Pilotting user interviews and surveys in partner countries and identifying country strategy for conducting survey and interview strategy: Phase 1  (Ghana)	KNUST	Philip Antwi-Agyei	2018-12-01	"Activity initially pushed back until after user workshops. As uncertainty exists over precise workshop timing. New completion date is December 2018.\r\nThis was achieved in Ghana but otherwise the plan has changed in that the piloting needs to be integrated with the surveys as part of the same task. In many cases the piloting can be done quite quickly and it doesn't make sense to separate it.
"		100			2019-12-01
T-R1.2.3b	WP-R1	Pilotting user interviews and surveys in partner countries and identifying countryfor conducting survey and interview strategy: Phase 1  (Senegal)	CEH	Tanya Warnaas	2018-12-01	"In collaboration with Leeds and ANACIM we have drafted a plan for the workshop that follows the Ghana approach. We are now working on a stakeholder meeting for 13-14 March 2019 that will engage with national users followed by an in depth discussion with technical users. These plans are well developed and we will be followed by a workshop report in April/May 2019.\r\nThis task has been integrated into the surveys as more efficient.
"		100			2019-12-01
T-R6.3.1	WP-R6	Assess forecast skill of operational systems	NiMet	Eniola Olanyian	2021-12-01	Initial analysis of S2S skill underway. Ongoing analysis across partners. Eniola/Lawal papers publishedx2. Felipe draft paper. Hussen draft paper. Further analysis to be informed by testbed2, regular skill analysis as part of testbed2. Elisabeth and Caroline monsoon onset in S2S models.  		30	Eniola Olaniyan, Elijah A. Adefisan, Ahmed A. Balogun and Kamoru A. Lawal. 2019. The influence of global climate drivers on monsoon onset variability in Nigeria using S2S models. Model. Earth Syst. & Environ., 5(4), 1405-1428. https://doi.org/10.1007/s40808-019-00606-x 		2019-12-01
T-R5.4.1	WP-R5	Controls on HIW through physical process studies in models and observations	UCAD	Abdou Lahat Dieng	2021-12-01	 A deepth analysis  of physical process leading the extreme rain episode in Linguère (Nord east of Senegal) is performed using rain gauge dataset from ANACIM , Era Interim reanalysis  and five Weather operational  models forecasts (UKMO, NCEP, KMA, Météo France and ECMWF). 		40	Synoptic analysis of an extreme rain event in West Africa: the case of Linguère 		2019-12-01
T-R4.2.1	WP-R4	Agreed selection of case-studies (with in-situ data) of high-impact weather affecting African-SWIFT countries for evaluation	UCAD	Abdou Lahat Dieng	2020-04-01	A database  of case studies of extreme rainfall with significant socio-economic impacts over Senegal have been set up. These case studies are  from the Civil Protection Department of Senegal and the associated rainfall are validated with  rain gauge data from ANACIM and satellite observation data (TRMM, CHIRPS and CMORPH). A composite analysis is performed in order to characterize the main synoptic features associated with such events.  In parallel, role of some large scale drivers (SST patterns and tropical modes) in the selected case studies events is analysed . 		45	In preparation: Studying of synoptic conditions related to HIW events		2019-12-01
T-R2.5.7	WP-R2	Document best practice in verification and evaluation of synoptic charts and forecasts.	GMet	Johnson Ameho	2020-09-01	Due to verification and evaluation done on GMet forecast and the analyses of the Synoptic charts we have increase the frequency of the forecast from once a day to thrice a day. Even though the models are performing very well there are times that it fails. Skill test score is been done to improve on the skill of the individual forecasters 		55			2019-12-01
T-R3.7.4	WP-R3	Kenya	UoN	Joseph Mutemi	2019-11-01	"The new NWCSAF nowcast products started becoming available following Nairobi Testbeds 1a and 1b in January and April/May 2019. In Kenya and East Africa the new NWCSAF products are increasing being used for:
i)	Operational weather monitoring, analysis and prediction at the Kenya Meteorological Department (KMD) since May 2019 to date.
ii)	University level training at University of Nairobi (Kenya) and Rwanda. These uses started in August 2019.

"		60	To be tabled after full experience with the new products		2019-12-01
T-R1.3.2	WP-R1	Case study examining measureable impact? (e.g. meningitis warnings, fishing fines, crop insurance etc?)	UoL	Andrea Taylor	2021-02-01			0			2019-12-01
T-R2.3.4	WP-R2	Coordination of analysis of Case Study A (East Africa, MAM 2018/2019)	UoN	Joseph Mutemi	2021-09-01			0	ICPAC planned paper on case study analysis on S2S scales		2019-12-01
T-R6.1.2	WP-R6	"Analysis of observations and reanalysis to identify major drivers of sub-seasonal variability (e.g., MJO, ENSO, QBO, Saharan Heat low, tropical waves, African Monsoon System, land surface)"""	NCAS-C	Steve Woolnough	2021-12-01	Ongoing analysis of influence of MJO on precipitation over each partner country in various stages, (Paper Submitted - Kenya, Paper in preparation  - Senegal, initial analysis Ghana, Nigeria). Initial work on role of equatorial waves for Senegal and early discussions on a regime analysis for Senegal		40	"Gitau  et al.: MJO and IOD influence on synoptic patters over East Africa (submitted)
Niang et al:  Role of the MJO in onset of the West African Monsoon (to be submitted Q1 2020)"		2019-12-01
T-R3.5.1	WP-R3	Storms in: Senegal	ANACIM	Ousmane Ndiaye	2019-12-01	Cases selected		10			2019-12-01
T-R7.2.4	WP-R7	Development of prototype forecast products for operational forecastering	UoL	Beth Woodhams	2021-01-01	Due at end of TB3.		50			2019-12-01
T-C2.7.3	WP-C2	Report on evaluation of demonstation exercise Kenya	KMD	Bernard Chanzu	2020-09-01	Ongoing collection of training modules and application of SWIFT prediction methodologies in generating  severe weather forecast guidance products		60	Paper corresponding to deliverable.Internal reports.		2019-12-01
T-C2.7.2	WP-C2	Deliver demonstration exercise Kenya	KMD	Bernard Chanzu	2020-09-01	Consolidation of training modules 		60	Internal reports		2019-12-01
T-C1.1.1	WP-C1	Create skills matrices.	UoL	Doug Parker	2019-07-01	Skill matrices created		100			2019-12-01
T-R1.2.4a	WP-R1	Pilotting user interviews and surveys in partner countries and identifying country strategy for conducting survey and interview: Phase 2  (Kenya)	UoN	Emily Bonsire	2019-02-01	"Activity initially pushed back until after user workshops. As uncertainty exists over precise workshop timing. New completion date is February 2019.\r\nThis is now integrated into the surveys.\r\n\r\nDuring 2018 to early 2018, identification of priority users was by both Universituy of Nairobi and Kenya Meteorological department SWIFT team. For Kenya priority users are (1) The Kenya Electricity Generating Company PLC, (KenGen); (2) Kenya Red Cross. Additional users include the ForPAC Kenya case study analysts for Nairobi flooding and Flooding in Western Kenya. The outcomes of the engagement are in ""testbed1b users report\u201d held in May 2019 as major milestone for WP-R1. The Kenya country strategy for SWIFT demonstration of weather information towards greater impact of SWIFT in Kenya is developed jointly by UoN and KMD. The strategy will be shared during the users session in the annual meeting in July/August 2019 in Kumasi, Ghana.
"		100			2019-12-01
T-R5.3.2	WP-R5	Providing a data set of objectively identified synoptic systems in reanalysis data	FUTA	Elijah Adefisan	2019-12-01	Irregular power supply and internet are still major problems.  however, WRF model runs have been completed and results are being checked with ongoing analysis.		35	Draft of first paper is going on and should be ready by Jan/Feb 2020		2019-12-01
T-R2.5.3	WP-R2	Document best practice of verification of warning-based forecasts.	KMD	David Koros	2020-09-01	Verification data,verification results and developed and exchange  best verification practices and tested through test beds are ready. 		65	KMD planned paper on warning-based forecast evaluation with UKMO		2019-12-01
T-R2.3.1	WP-R2	Select case studies suitable for ensembles evaluation (WP-R7)	ACMAD	Elijah Adefisan	2020-06-01		Case studies already selected, a committee was set up to monitor the progress. Analysis and draft abstracts are in progress.	100			2020-01-17
T-R3.3.1	WP-R3	Sort out how to access and use appropriate EUMETSAT data.	NCAS-AP	Alex Roberts	2019-09-01	"100% complete HRIT files are now downloaded in real time for NWCSAF, netcdf archive is being accumulated. e. It\ufffds now possible to access the data (not in real time) . CEMAC has worked out better ways to download data and have downloaded data for some case studies and Testbed periods. Have approached EUMETSAT and will determine time to visit.\r\nPut back deadline to Month 24. In the meantime AR and JG are downloading archive SEVIRI data (3 years so far, all channels) through the EUMETSAT portal size and number of orders allowed have been increased on request.
"		100			2019-12-01
T-R3.4.2	WP-R3	Produce web pages.	NCAS-AP	Alex Roberts	2019-08-01	"Web pages have been designed and catalog is online. Jennifer preparing short training for Science Meeting. NCAS webpage hosting catalogue of NWCSAF imagery, NWCSAF WP training website (needs to be updated by Alex Roberts for tutorial to be usable entirely online, enabling local centres to access archived EUMETSAT data). Decide on name for warning product and buy domain?
"		100			2019-12-01
