2018-02-13	D-R5.1	not recorded	40% complete - key tasks to achieve this deliverable have been strated	40	not recorded	not recorded
2018-02-13	D-R4.3	not recorded	0% - awaiting UoL NCAS PDRA to start 	0	not recorded	not recorded
2018-02-13	D-R4.1	not recorded	15% NWC SAF working at UoL NCAS with test data	15	not recorded	not recorded
2018-02-13	D-C1.8	not recorded	"Postpone to July 2019 (might have been typo, originally?). Planning will start in earnest in September 2018 at KNUST. We will partner the event with YESS.
Planning group is active. Advert has now been sent around."	30	not recorded	not recorded
2018-02-13	D-R1.1	not recorded	Submitted on 12th July 2018	0	not recorded	not recorded
2018-02-13	D-R1.2	not recorded	Planned completion revised to December 2019 to reflect change in task schedule.	0	not recorded	not recorded
2018-02-13	D-R1.3	not recorded	Planned completion revised to February 2021 to reflect revised schedule. Elias Nikiaka's contract has been ammended due to his work being part time until August 2018. However he is still scheduled to finish in April 2020	0	not recorded	not recorded
2018-02-13	D-R1.4	not recorded	Not yet begun.	0	not recorded	not recorded
2018-02-13	D-R2.1	not recorded	2% complete. Data gathering ongoing.	2	not recorded	not recorded
2018-02-13	D-R2.3	not recorded	2% complete. Case studies identified. WP-R7 explained case study design and selection procedure.	2	not recorded	not recorded
2018-02-13	D-R2.4	not recorded	5% complete. Case studies identified.	5	not recorded	not recorded
2018-02-13	D-C2.3	not recorded	Planned for April 2019	0	not recorded	not recorded
2018-02-13	D-R2.5	not recorded	Not yet begun.	0	not recorded	not recorded
2018-02-13	D-R2.7	not recorded	2% complete. Met services have provided forecast products that they intend to verify during SWIFT.	2	not recorded	not recorded
2018-02-13	D-R2.8	not recorded	Not yet begun.	0	not recorded	not recorded
2018-02-13	D-R3.1	not recorded	20% complete. The grade 8 position has been filled; Jennifer Fletcher will start in Nov, 2018. The  other position will be filled in Jan 2019 and then the networking etc  will begin.	20	not recorded	not recorded
2018-02-13	D-R3.2	not recorded	70% complete middle  of Sept 18. A survey is being sent out on 17 August 18 with a due date a week or so later. The report will be written shortly thereafter. It has already been established that none of the African partners are using the EUMETSAT nowcasting system for forecasts.	70	not recorded	not recorded
2018-02-13	D-R3.3	not recorded	30% complete approximately. Difificult to determine since the task is so involved. The plan is to get the EUMETSAT products working in UoL on a local compute. Then take disks, or laptops with everything set up and working to the African partners and teach them how to use the products. A satellite dish and decoder will have to be bought by the African parnters for streaming the EUMETSAT data in real time. 	30	not recorded	not recorded
2018-02-13	D-R3.4	not recorded	Not yet started	0	not recorded	not recorded
2018-02-13	D-R3.6	not recorded	Not yet started	0	not recorded	not recorded
2018-02-13	D-R3.7	not recorded	Not yet started	0	not recorded	not recorded
2018-02-13	D-R2.6	not recorded	Not yet begun.	0	not recorded	not recorded
2018-02-13	D-C2.4	not recorded	Planned for April 2019	0	not recorded	not recorded
2018-02-13	D-R3.5	not recorded	5% completed. There has been some progress on this deliverable, but good cases still need to be chosen. 	100	not recorded	not recorded
2018-02-13	D-C2.6	not recorded	TBD	0	not recorded	not recorded
2018-02-13	D-M1.9	not recorded	Ongoing throughout the project, but protocol for meetings developed	80	not recorded	not recorded
2018-02-13	D-M1.5	not recorded	Draft finaliased March 2018, but ongoing throughout the project	80	not recorded	not recorded
2018-02-13	D-M1.17	not recorded	Website and logo finalised in April 2018. 	80	not recorded	not recorded
2018-02-13	D-M1.23	not recorded	"First meeting held in Nairobi, Jan 2019.
Second meeting to be held in project meeting, Kumasi, 2019."	50	not recorded	not recorded
2018-02-13	D-M1.26	not recorded	SPD appointed October 2018	0	not recorded	not recorded
2018-02-13	D-M1.27	not recorded	60% complete. Lorraine Youds has written a paper, together with a colleague, on joining-up the project development stage and project initiation stage of programmes and a review of current procedures at the University of UoL to ensure that they are fitfor-purpose for large, international, multi-partner programmes.	60	not recorded	not recorded
2018-02-13	D-M2.1	not recorded	Still in development - partnerships have been developed with several global weather programmes and businesses, e.g. BP, HIGHWAY, the YESS network, Rainwatch	0	not recorded	not recorded
2018-02-13	D-M2.2	not recorded	TBD - PSD appointed October 2018	0	not recorded	not recorded
2018-02-13	D-M2.4	not recorded	TBD - PSD appointed October 2018	0	not recorded	not recorded
2018-02-13	D-M2.5	not recorded	TBD - PSD appointed October 2018	0	not recorded	not recorded
2018-02-13	D-M2.6	not recorded	TBD - PSD appointed October 2018	0	not recorded	not recorded
2018-02-13	D-M2.7	not recorded	TBD - PSD appointed October 2018	0	not recorded	not recorded
2018-02-13	D-R4.4	not recorded	15%% survey of existing practices  underway, some work started during the Pre test bed 1a 	15	not recorded	not recorded
2018-02-13	D-R6.2	not recorded	"1. Analysis of subseasonal forecast skill for Africa in NCEP, ECWMF and Met Office models is underway, and a paper is in preparation
2. Analysis of forecast skill for Monsoon Onset for CMA, Met Office and ECMWF over Nigeria has been carried out and a paper is in preparation. "	5	not recorded	not recorded
2018-02-13	D-R2.2	not recorded	" The work has begun already in Ghana where analysis on weather related elements have been investigated and documented through daily and weekly ""Chart Discussions"" at the GMet Central Analysis and Forecast Office (CAFO). "	60	not recorded	not recorded
2018-02-13	D-C2.5	not recorded	TBD	0	not recorded	not recorded
2018-02-13	D-R4.2	not recorded	GMet in Ghana do not have automated nowcasting tools but the nowcasting is done manually, where models are analysed and synoptic features interpreted to come out with weather forecast. 	60	not recorded	not recorded
2018-02-13	D-C2.1	not recorded	"Planned for April 2019
Testbed 1a completed successfully. Planning group is active."	20	not recorded	not recorded
2018-02-13	D-C1.10	not recorded	"First 3 fellows appointed on schedule. Second round to be advertised (probably need to create a new deadline for this, for the deliverable.
Need to discuss schedule for next round."	60	not recorded	not recorded
2018-02-13	D-M2.3	not recorded	TBD - PSD appointed October 2018	0	not recorded	not recorded
2018-02-13	D-M1.22	not recorded	TBC 2021	0	not recorded	not recorded
2018-02-13	D-M1.2	not recorded	Completed September 2018	100	not recorded	not recorded
2018-02-13	D-M1.25	not recorded	SPD appointed October 2018	0	not recorded	not recorded
2018-02-13	D-M1.3	not recorded	Ongoing - 80% complete	0	not recorded	not recorded
2018-02-13	D-M1.4	not recorded	Completed March 2018 with amendment to insurance request for African partners in August 2018	100	not recorded	not recorded
2018-02-13	D-M1.6	not recorded	Completed March 2018 with amendments made September 2018	100	not recorded	not recorded
2018-02-13	D-M1.7	not recorded	Completed September 2018	100	not recorded	not recorded
2018-02-13	D-M1.10	not recorded	70% complete - to be finalised September 2018	70	not recorded	not recorded
2018-02-13	D-M1.11	not recorded	70% complete - to be finalised September 2018	70	not recorded	not recorded
2018-02-13	D-M1.12	not recorded	70% complete - to be finalised September 2018. First tranche of reporting collected September 2018	70	not recorded	not recorded
2018-02-13	D-M1.8	not recorded	Completed March 2018 with amendments made September 2018	100	not recorded	not recorded
2018-02-13	D-M1.14	not recorded	Completed September 2018	100	not recorded	not recorded
2018-02-13	D-M1.15	not recorded	Completed June 2018	100	not recorded	not recorded
2018-02-13	D-M1.16	not recorded	In development	0	not recorded	not recorded
2018-02-13	D-M1.18	not recorded	Completed September 2018	100	not recorded	not recorded
2018-02-13	D-M1.19	not recorded	Ongoing - first tranche completed September 2018	100	not recorded	not recorded
2018-02-13	D-M1.1	not recorded	Completed November 2017	100	not recorded	not recorded
2018-02-13	D-M1.13	not recorded	70% complete - to be finalised September 2018	70	not recorded	not recorded
2018-02-13	D-M1.20	not recorded	TBC July 2019	0	not recorded	not recorded
2018-02-13	D-M1.21	not recorded	TBC 2020	0	not recorded	not recorded
2019-02-28	D-C2.3	not recorded	To be conducted after real-time S2S data become available	0	not recorded	not recorded
2019-02-28	D-C2.4	not recorded	To be conducted after S2S real time data become available	0	not recorded	not recorded
2019-02-28	D-R6.5	not recorded	"Benchmarking survey's of current operational practice analysed and benchmarking report in preparation.
Documents are gathered on case study and approaches on operational practice."	20	not recorded	not recorded
2019-02-28	D-R5.6	not recorded	Not yet started.  I have, since about May/June 2018, informed that I would not be in a position to carry out this activity due to my other assignments and programmes.	0	not recorded	not recorded
2019-02-28	D-R6.3	not recorded	Skill assessment is being done for S2S hindcast for 7 models (BoM, CMA, ECMWF, KMA, Meteo France, NCEP, and UK Met Office) over GHA	20	not recorded	not recorded
2019-02-28	D-R4.1	not recorded	"NWC SAF working at UoL NCAS with test data
The SAFNWC is installed in ANACIM but need to be configured"	60	not recorded	not recorded
2019-03-21	D-R3.3	not recorded	"5 March 2019: 35% complete: a dish has been installed at Chilbolton and James Groves can access data and run it through the NWCSAF software. No change on the installation/knowledge sharing with African parters -- this will take place during Testbed 1b  (April/May 2019) and Summer School (July 2019). This will be very complex given the number of partners who are all at different stages in their current access to the data and software. -JKF

30% complete approximately. Difificult to determine since the task is so involved. The plan is to get the EUMETSAT products working in UoL on a local compute. Then take disks, or laptops with everything set up and working to the African partners and teach them how to use the products. A satellite dish and decoder will have to be bought by the African parnters for streaming the EUMETSAT data in real time. "	35	not recorded	not recorded
2019-03-21	D-R3.5	not recorded	"10% completed. A number of cases have been identified but the ones to be used for this delverable have not been chosen. -JKF

5% completed. There has been some progress on this deliverable, but good cases still need to be chosen. "	10	not recorded	not recorded
2019-03-21	D-R4.3	not recorded	"5% Work has not begun in earnest but field work over Lake Victoria is helping to generate hypotheses/research ideas.

0% - awaiting UoL NCAS PDRA to start 

0% - setting up RDT, getting data, test-beds, summer school have all been priorities"	0	not recorded	not recorded
2019-03-21	D-R7.2	not recorded	"August 2018. 5% complete. At the last WP-R7 meeting the strategy for selecting case study dates was discussed. Partners from across the WPs have suggested interesting case studies. Stu Webster has run one test simulation (as of 17/08/2018). Sam Clarke, who starts 20th Aug. 2018 will analyse that simulation to check everything is working ok, then we will start running further simulations. Deadlines on track.
Jan 2019. 35% complete. A convection permitting ensemble was run in real time over Lake Victoria basin during the HyVic pilot flight campaign in January 2019 at 4.4 km and 8.8 km grid length, together with an 8.8 km parametrized convection model. These models were driven by the global N640 18-member ensemble (MOGREPS-G). The same models were also nested inside the  global N1280 deterministic model. All imagery was made available externally on the CEDA website, so that it could be used for “in the field” flight planning. Additionally a 4.4 km Tropical Africa ensemble has now been run for three start times for the first of previously identified case study events – an event with flooding over Kenya in November 2015. This data is now being analysed by UK universities partners."	35	not recorded	not recorded
2019-03-21	D-R3.7	not recorded	"4 March 2019 still not yet started.

Not yet started"	0	not recorded	not recorded
2019-03-21	D-R1.2	not recorded	Planned completion revised to December 2019 to reflect change in task schedule.	30	not recorded	not recorded
2019-03-21	D-R3.1	not recorded	"5 March 2019: still 20% complete as Jennifer is occupied with other deliverables (including for WP C1) and has not had time for the in-depth work required to establish new expertise in satellite remote sensing of clouds. -JKF

20% complete. The grade 8 position has been filled; Jennifer Fletcher will start in Nov, 2018. The  other position will be filled in Jan 2019 and then the networking etc  will begin."	20	not recorded	not recorded
2019-03-21	D-R2.1	not recorded	15% complete. Evaluating a case study for Kumasi in June 2018	15	not recorded	not recorded
2019-06-17	D-C2.2	not recorded	"Planned for April 2019.
Update: Jennifer Fletcher is taking a lead on the paper, to be discussed in the washup meeting in July."	10	not recorded	not recorded
2019-06-17	D-C2.1	not recorded	"Planned for April 2019
Testbed 1a completed successfully. Planning group is active.
Testbed 1 successfully completed. Report / publication on this is in preparation."	100	not recorded	not recorded
2019-06-17	D-M1.5	not recorded	Draft finaliased March 2018, but ongoing throughout the project	100	not recorded	not recorded
2019-06-17	D-C1.2	not recorded	"Some syllabuses collected, but we have now agreed to bring together self-assessment of gaps in syllabuses to the Science Meeting in July, from which we will identify the gaps. 
We will need to identify authors for the paper on this, at the Science Meeting.
Put deadline back to M24."	10	not recorded	not recorded
2019-06-17	D-M1.24	not recorded	"Started November 2018 - ongoing. Doug Parker and Lorriane Youds have visted Dakar, Senegal and Nairobi, Kenya. Visit to Accra and Kumasi, Ghana completed in September 2018.
Due to a reduction in travel commitments, Doug will not go to Nigeria in Spring 2019, but Lorraine plans to go, to coincide with the Users meeting.
Update: Nigerian visit was successfully conducted."	100	not recorded	not recorded
2019-06-17	D-C1.5	not recorded	"Successfully completed in partnership with SWFDP at an event in Togo, November 2018.
Contribution also made to another SWFDP event in Nairobi, Jan-Feb 2019. "	100	not recorded	not recorded
2019-06-17	D-R2.7	not recorded	5% complete. Met services have provided forecast products that they intend to verify during SWIFT.	5	not recorded	not recorded
2019-06-17	D-R3.3	not recorded	"5 March 2019: 35% complete: a dish has been installed at Chilbolton and James Groves can access data and run it through the NWCSAF software. No change on the installation/knowledge sharing with African parters -- this will take place during Testbed 1b  (April/May 2019) and Summer School (July 2019). This will be very complex given the number of partners who are all at different stages in their current access to the data and software. -JKF

June 2019: NWCSAF products are available on the web and systems developed to get them directly.
Enabling access to METEOSAT channels has been slower then expected and will take longer.
At the Science Meeting we need to establish what people need, in order to do the SWIFT science - case studies and statistics. Not necessarily Meteosat, maybe TRMM.
Please postpone deadline to M30.

30% complete approximately. Difificult to determine since the task is so involved. The plan is to get the EUMETSAT products working in UoL on a local compute. Then take disks, or laptops with everything set up and working to the African partners and teach them how to use the products. A satellite dish and decoder will have to be bought by the African parnters for streaming the EUMETSAT data in real time. "	35	not recorded	not recorded
2019-06-17	D-R2.2	not recorded	" The work has begun already in Ghana where analysis on weather related elements have been investigated and documented through daily and weekly ""Chart Discussions"" at the GMet Central Analysis and Forecast Office (CAFO). 
D-R3.5
WP-R3
Phase 1. Case/statistical studies of evolution of storms using satellite products.  - (i) Some areas in Ghana has been identified to be associated with initiation of storms (ii) the tracking of propagating storms across the West African sub region and estimating speeds of storms.
"	60	not recorded	not recorded
2019-06-24	D-R4.4	not recorded	some tools tested during the Testbed 1 a 	20	not recorded	not recorded
2019-06-24	D-R2.4	not recorded	Different deterministic and probabilistic verification metrics are being tested for S2S skill assessment. The metrics already tested include correlation, mean error, mean absolute error , mean squared error, RPSS, CRPSS, ROC skill score, Spread to error ratio. Once different metrics have been developed and tested, the most appropriate ones for S2S will be chosen.	5	not recorded	not recorded
2019-06-24	D-R5.1	not recorded	"40% complete - key tasks to achieve this deliverable have been started.
Update: 100% complete, coordinated by Joseph for East and West Africa."	100	not recorded	not recorded
2019-06-24	D-R2.2	not recorded	" The work has begun already in Ghana where analysis on weather related elements have been investigated and documented through daily and weekly ""Chart Discussions"" at the GMet Central Analysis and Forecast Office (CAFO). 
D-R3.5
WP-R3
Phase 1. Case/statistical studies of evolution of storms using satellite products.  - (i) Some areas in Ghana has been identified to be associated with initiation of storms (ii) the tracking of propagating storms across the West African sub region and estimating speeds of storms.
Johnson Ameho (WP-2) who took over from Martin Addi had started evaluation process with Samuel Owusu Ansah (WP-4).
"	60	not recorded	not recorded
2019-06-24	D-R2.6	not recorded	2019-06-21: Relevant scripts and documentation are being prepared as part of the Summer School and training during the Science Meeting, held in Kumasi, Ghana (July 2019). Some alignment with WP-C1 Testbed-3 is being considered. The deadline for this deliverable will need to be adjusted once the dates have been set. Expected to be late 2020.	10	not recorded	not recorded
2019-06-24	D-R5.4	not recorded	Started and on track.	0	not recorded	not recorded
2019-06-24	D-R5.3	not recorded	"30% complete approximately
Update: Juliane will ask Jemimah and Joseph Mutemi to update this at the Kenyan retreat (Naivasha) 24-26 June 2019."	30	not recorded	not recorded
2019-06-24	D-R6.3	not recorded	Skill assessment is being done for S2S hindcast for 7 models (BoM, CMA, ECMWF, KMA, Meteo France, NCEP, and UK Met Office) over GHA	30	not recorded	not recorded
2019-07-01	D-M2.6	not recorded	Documentation and finalizing additional sub-topics will be performed during the Testbed 2 coming up later this year	0	not recorded	not recorded
2019-07-01	D-M2.3	not recorded	The Chapter's outline has been developed and to be shared in the upcoming Science Meeting	5	not recorded	not recorded
2019-07-01	D-M2.2	not recorded	Documentation of users-needs on-going as the ACMAD's researcher on Weather and Climate Services has resumed and attended the Kenya's users workshop while the Programme Science Director also attended all the partners' users workshops.	50	not recorded	not recorded
2019-07-01	D-M1.26	not recorded	The discussion of aligning the WPs activities commenced during Testbed 1b in Nairobi and is to be further enforced during Case studies session and research ideas discussion in the upcoming Science Meeting in Kumasi.	10	not recorded	not recorded
2019-07-01	D-C1.4	not recorded	Seven out of ten chapters from Forecasters Handbook are already being developed as lecture materials. These will be used in the upcoming Summer School and Science Meeting	60	not recorded	not recorded
2019-07-01	D-R6.2	not recorded	"1. Analysis of subseasonal forecast skill for Africa in NCEP, ECWMF and Met Office models is underway, and a paper is in preparation
2. A paper has been published on the analysis of forecast skill for Monsoon Onset for CMA, Met Office and ECMWF over Nigeria"	8	not recorded	not recorded
2019-07-01	D-R6.1	not recorded	Benchmarking of knowledge of sub-seasonal drivers continues and research is continuing on the role of MJO, AEJ and TEJ on W African Monsoon Onset. Publication planning is underway	8	not recorded	not recorded
2019-07-01	D-M2.4	not recorded	Documentation for Testbeds 1a and 1b are being collated to serve as starting point	10	not recorded	not recorded
2019-07-01	D-M1.3	not recorded	Ongoing - 80% complete	80	not recorded	not recorded
2019-07-01	D-R6.4	not recorded	Documentation has commenced	5	not recorded	not recorded
2019-07-01	D-R6.8	not recorded	Planning for the testbed has begun: The format of fortnightly telecons has been agreed. Concept note for testbed developed and distributed. The Food Security and Nutrition Working Group has been selected as a key S2S forecast user. Forecast products that can be provided identified and frequency of forecast updates (bi-weekly) determined. Initial steps in gaining access to JASMIN has been undertaken. Progress made in development of analysis scripts.	10	not recorded	not recorded
2019-07-01	D-M2.5	not recorded	Additional sub-topics to be discussed and finalized in the upcoming Science Meeting	0	not recorded	not recorded
2019-07-01	D-R6.5	not recorded	"Benchmarking survey's of current operational practice analysed and benchmarking report in preparation.
Documents are gathered on case study and approaches on operational practice.
Update: Data to be used are dowloaded."	30	not recorded	not recorded
2019-07-01	D-R4.1	not recorded	"NWC SAF working at UoL NCAS with test data
The SAFNWC is installed in ANACIM but need to be configured.
Update: The software is now operational at Leeds. A training on how to install it and how to use it will be given during the Summer School and Science Meeting in Kumasi"	70	not recorded	not recorded
2019-07-01	D-C1.6	not recorded	To be conducted after real-time S2S data become available	0	not recorded	not recorded
2019-07-01	D-R4.4	not recorded	UK Local Area Model(LAM) has retired  and all acces is via the VCP Webviewer . ECMWF is operational with limited access to expert products. CPC 6 hourly products are  also utilised. Starting May 2019, the NWCSAF/GCRF African Swift catalogue products have been incorporated in operations(RDT). 	80	not recorded	not recorded
2019-07-01	D-R3.4	not recorded	The document for applying SWIFT achievements from Testbed 1b to operational forecasting in SAWIDRA project has been finalized and the demonstration is slated for August/September, 2019	5	not recorded	not recorded
2019-07-01	D-M2.7	not recorded	Actions have commenced, the coordination is to handled by ICPAC now and some money have been earmarked from the additional funds received for the project	5	not recorded	not recorded
2019-07-01	D-M2.1	not recorded	Forming partnership is on-going - partnerships have been developed with several global weather programmes and businesses, e.g. BP, HIGHWAY, the YESS network, Rainwatch. Summer School is jointly organised with YESS and other associate partners joined Test bed 1b and some are coming for the Science Meeting.	20	not recorded	not recorded
2019-07-01	D-M1.25	not recorded	The Science Programme Director has traveled to all Partner institutions between November, 2018 and June 2019. He participated in all Users' workshops and Testbeds 1a and 1b in Nairobi.	75	not recorded	not recorded
2019-07-01	D-C1.1	not recorded	The skills matrix has been developed and the questionnaires generated, It will be posted as google forms soon and be distributed during the upcoming Summer School and Science Meeting in Kumasi, Ghana. 	75	not recorded	not recorded
2019-07-01	D-R2.3	not recorded	On-going. Case studies identified. WP-R7 explained case study design and selection procedure.	10	not recorded	not recorded
2019-07-01	D-R2.5	not recorded	Report from the Testbed 1b is serving as a good start and the work is in progress	15	not recorded	not recorded
2019-07-01	D-R6.6	not recorded	"1. Lectures on sub-seasonal prediction and tropical waves prepared for Summer School.
2. 3 session practical on sub-seasonal prediction of Monsoon Onset in preparation"	70	not recorded	not recorded
2019-07-01	D-R1.1	not recorded	Submitted on 12th July 2018	100	not recorded	not recorded
2019-07-08	D-C1.10	not recorded	"First 3 fellows appointed on schedule. Second round to be advertised (probably need to create a new deadline for this, for the deliverable.
Need to discuss schedule for next round.
To be discussed at Science Meeting July 2019. Set new deadline to open the call, September 2019 (M24)."	60	not recorded	not recorded
2019-07-08	D-M1.13	not recorded	"70% complete - to be finalised September 2018.
This has been delayed by pressure of travel administration. To be completed by September 2019"	70	not recorded	not recorded
2019-07-08	D-M1.3	not recorded	"Ongoing - 80% complete.
We are awaiting audited accounts from two partners, which are due in the first part of 2020."	80	not recorded	not recorded
2019-07-08	D-C2.1	not recorded	"Planned for April 2019
Testbed 1a completed successfully. Planning group is active.
Testbed 1 successfully completed. Report / publication on this is in preparation."	80	not recorded	not recorded
2019-07-08	D-M1.17	not recorded	Website and logo finalised in April 2018. 	100	not recorded	not recorded
2019-07-08	D-R2.4	not recorded	"Different deterministic and probabilistic verification metrics are being tested for S2S skill assessment. The metrics already tested include correlation, mean error, mean absolute error , mean squared error, RPSS, CRPSS, ROC skill score, Spread to error ratio. Once different metrics have been developed and tested, the most appropriate ones for S2S will be chosen.
ICPAC will update the evaluation report by including probabilistic verification metrics by September 2019."	5	not recorded	not recorded
2019-07-08	D-R4.4	not recorded	testing of the tools still on. some tools tested during the test beds and will continue during the science meeting July 2019. 	40	not recorded	not recorded
2019-07-08	D-R7.1	not recorded	"Delayed due to delay in PDRA recruitment. This task will be assigned to WP-R7 convective ensembles PDRA Beth Woodhams, who starts in April 2019. It will be the first task she performs. New deadline May 2019.
New deadline July 2019."	0	not recorded	not recorded
2019-07-08	D-R4.2	not recorded	GMet has been using some automated Nowcasting sites like: https://www.windy.com/?5.529,-0.220,5, https://earth.nullschool.net/#current/wind/isobaric/250hPa/orthographic=-0.76,11.11,1937/loc=-1.596,7.717, https://www.metoffice.gov.uk/premium/vcpafrica/#/map, as well as the NWCSAF Products used during the Testbed 1 a and 1b.	70	not recorded	not recorded
2019-07-08	D-C1.8	not recorded	"Postpone to July 2019 (might have been typo, originally?). Planning will start in earnest in September 2018 at KNUST. We will partner the event with YESS.
Planning group is active. Advert has now been sent around.
Deadline corrected to September 2019 to allow time for reporting."	70	not recorded	not recorded
2019-07-08	D-R5.2	not recorded	"30% complete approximately.
Document completed and waiting for review."	100	not recorded	not recorded
2019-07-08	D-M1.11	not recorded	"70% complete - to be finalised September 2018.
Completed April 2019, and used to develop and reallocate the ""Events Budget""."	100	not recorded	not recorded
2019-07-08	D-R2.3	not recorded	"On-going. Case studies identified. WP-R7 explained case study design and selection procedure.
Update July 2019: deliverable is delayed and will be reviewed at the Science Meeting: deadline postponed to September 2019."	10	not recorded	not recorded
2019-07-08	D-R3.2	not recorded	"70% complete middle  of Sept 18. A survey is being sent out on 17 August 18 with a due date a week or so later. The report will be written shortly thereafter. It has already been established that none of the African partners are using the EUMETSAT nowcasting system for forecasts.
Finalise this at the Science Meeting in Kumasi."	70	not recorded	not recorded
2019-07-22	D-M2.1	not recorded	"Forming partnership is on-going - partnerships have been developed with several global weather programmes and businesses, e.g. BP, HIGHWAY, the YESS network, Rainwatch. Summer School is jointly organised with YESS and other associate partners joined Test bed 1b and some are coming for the Science Meeting.
The partnerships summary document will be prepared for the Science Meeting."	60	not recorded	not recorded
2019-07-22	D-R2.7	not recorded	"5% complete. Met services have provided forecast products that they intend to verify during SWIFT.
This was delayed due to changes in personnel, and the sub-Tasks have now been transferred to Reading."	5	not recorded	not recorded
2019-07-22	D-C2.1	not recorded	"Planned for April 2019
Testbed 1a completed successfully. Planning group is active.
Testbed 1 successfully completed. Report / publication on this is in preparation (D-C2.2)"	100	not recorded	not recorded
2019-07-29	D-M2.7	not recorded	Actions have commenced, the coordination is to handled by UoN now and some money have been earmarked from the additional funds received for the project (SWIFT-NESSTT) to enhance this activity to a high level publication.	5	not recorded	not recorded
2019-11-25	D-R2.4	not recorded	Preparation of report on developments towards seamless forecasting and evaluation methodology underway.	30	not recorded	not recorded
2019-11-25	D-R6.3	not recorded	ICPAC evaluated the skill of 11 global prediction systems over the Greater Horn of Africa using deterministic (Mean Error, RMSE and correlation) and probabilistic (i.e., RPSS, ROC score, spread-error ratio, attribute and reliability diagrams) verification metrics. The analysis was done for MAM and OND rainfall seasons. A draft paper based on the analysis is being prepared. Further, preparation of a document on assessment of forecast skill is underway. 	60	not recorded	not recorded
2019-12-02	D-R5.3	not recorded	completed the 1st draft and sent to the WP Leaders. The document is under review.  still awaiting commends 	40	not recorded	not recorded
2019-12-02	D-R2.5	not recorded	" Verification data,verification results and developed and exchange  best verification practices and tested through test beds are ready. 
"	65	not recorded	not recorded
2019-12-02	D-C1.6	not recorded	Testbed 2 kickoff meeting was successfully conducted at the new Head Quarter of ICPAC, Ngong, Kenya, from 18th to 22nd November 2019. Initial real-time forecast products have been co-produced and discussed with users during the testbed. Forecasters from 10 National Meteorological and Hydrological Services in Eastern Africa and 5 users in Kenya were introduced to current progress in S2S forecast information and future plans under SWIFT at joint sessions organized by African SWIFT, W2SIP, and ForPAc.	40	not recorded	not recorded
2019-12-02	D-R2.4	not recorded	Different deterministic and probabilistic verification metrics are being tested for S2S skill assessment. The metrics already tested include correlation, mean error, mean absolute error, mean squared error, RPSS, CRPSS, ROC skill score, Spread to error ratio. Once different metrics have been developed and tested, the most appropriate ones for S2S will be chosen. Additionally, African SWIFT contributed towards objective forecasting. Preparation of report on developments towards seamless forecasting and evaluation methodology underway.	30	not recorded	not recorded
